Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Valid Location,Sector,Category,Population,In Need,Targeted,Affected,Reached
#adm1+code,#adm1+name,#adm2+code,#adm2+name,#meta+valid_location,#sector+code,#category,#population,#inneed,#targeted,#affected,#reached
SS06,,SS0608,Pariang,Y,PRO,Elderly - Female - Refugees,,3539,2429,,
SS06,,SS0608,Pariang,Y,PRO,Elderly - Female - Returnees,,582,426,,
SS06,,SS0608,Pariang,Y,PRO,Elderly - Male - Host Communities,,2230,1151,,
SS06,,SS0608,Pariang,Y,PRO,Elderly - Male - IDP,,1109,102,,
SS06,,SS0608,Pariang,Y,PRO,Elderly - Male - Refugees,,1079,100,,
SS06,,SS0608,Pariang,Y,PRO,Elderly - Male - Returnees,,2360,1671,,
SS06,,SS0608,Pariang,Y,PRO,total,,79844,25030,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Adult - Female - Host Communities,,110,11,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Adult - Female - IDP,,555,56,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Adult - Female - Refugees,,535,54,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Adult - Female - Returnees,,154,15,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Adult - Male - Host Communities,,463,64,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Adult - Male - IDP,,294,44,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Adult - Male - Refugees,,285,43,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Adult - Male - Returnees,,481,66,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Children - Female - Host Communities,,1180,118,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Children - Female - IDP,,5977,653,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Children - Female - Refugees,,5760,632,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Children - Female - Returnees,,1657,166,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Children - Male - Host Communities,,4986,503,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Children - Male - IDP,,3159,320,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Children - Male - Refugees,,3072,311,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Children - Male - Returnees,,5178,523,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Elderly - Female - Host Communities,,330,33,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Elderly - Female - IDP,,1672,167,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Elderly - Female - Refugees,,1612,161,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Elderly - Female - Returnees,,464,46,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Elderly - Male - Host Communities,,1395,180,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Elderly - Male - IDP,,884,120,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Elderly - Male - Refugees,,860,117,,
SS06,,SS0608,Pariang,Y,PRO_CPM,Elderly - Male - Returnees,,1449,186,,
SS06,,SS0608,Pariang,Y,PRO_CPM,total,,42512,4589,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Adult - Male - IDP,,68,18,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Adult - Male - Refugees,,169,44,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Children - Female - Host Communities,,749,196,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Children - Female - IDP,,323,21,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Children - Female - Refugees,,807,52,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Children - Female - Returnees,,2247,724,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Children - Male - Host Communities,,1291,97,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Children - Male - IDP,,1614,105,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Children - Male - Refugees,,4841,389,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Children - Male - Returnees,,7261,675,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Elderly - Female - Host Communities,,270,81,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Elderly - Female - IDP,,338,88,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Elderly - Female - Refugees,,1014,324,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Elderly - Female - Returnees,,1521,562,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Elderly - Male - Host Communities,,150,39,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Elderly - Male - IDP,,599,181,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Elderly - Male - Refugees,,3371,1258,,
SS06,,SS0608,Pariang,Y,PRO_GBV,Elderly - Male - Returnees,,375,98,,
SS06,,SS0608,Pariang,Y,PRO_GBV,total,,27007,4951,,
SS06,,SS0608,Pariang,Y,PRO_HLP,Adult - Female - Host Communities,,109,38,,
SS06,,SS0608,Pariang,Y,PRO_HLP,Adult - Female - IDP,,551,193,,
SS06,,SS0608,Pariang,Y,PRO_HLP,Adult - Female - Refugees,,531,186,,
SS06,,SS0608,Pariang,Y,PRO_HLP,Adult - Female - Returnees,,153,54,,
SS06,,SS0608,Pariang,Y,PRO_HLP,Children - Female - Host Communities,,1220,27,,
SS06,,SS0608,Pariang,Y,PRO_HLP,Children - Female - IDP,,6182,136,,
SS06,,SS0608,Pariang,Y,PRO_HLP,Children - Female - Refugees,,5958,131,,
SS06,,SS0608,Pariang,Y,PRO_HLP,Children - Female - Returnees,,1714,38,,
SS06,,SS0608,Pariang,Y,PRO_HLP,Elderly - Female - Host Communities,,244,56,,
SS06,,SS0608,Pariang,Y,PRO_HLP,Elderly - Female - IDP,,1237,285,,
SS06,,SS0608,Pariang,Y,PRO_HLP,Elderly - Female - Refugees,,1193,274,,
SS06,,SS0608,Pariang,Y,PRO_HLP,Elderly - Female - Returnees,,343,79,,
SS06,,SS0608,Pariang,Y,PRO_HLP,total,,19437,1496,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Adult - Female - Host Communities,,96,14,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Adult - Female - IDP,,565,85,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Adult - Female - Refugees,,620,93,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Adult - Female - Returnees,,152,23,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Adult - Male - Host Communities,,947,142,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Adult - Male - Returnees,,851,128,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Children - Female - Host Communities,,1286,193,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Children - Female - IDP,,7606,1141,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Children - Female - Refugees,,8344,1252,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Children - Female - Returnees,,2047,307,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Children - Male - Host Communities,,12734,1910,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Children - Male - Returnees,,11443,1716,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Elderly - Female - Host Communities,,215,32,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Elderly - Female - IDP,,1269,190,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Elderly - Female - Refugees,,1392,209,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Elderly - Female - Returnees,,341,51,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Elderly - Male - Host Communities,,2124,319,,
SS06,,SS0608,Pariang,Y,PRO_MIN,Elderly - Male - Returnees,,1909,286,,
SS06,,SS0608,Pariang,Y,PRO_MIN,total,,53940,8091,,
SS06,,SS0608,Pariang,Y,SHL,Adult - Female - Host Communities,,167,109,,
SS06,,SS0608,Pariang,Y,SHL,Adult - Female - IDP,,848,551,,
SS06,,SS0608,Pariang,Y,SHL,Adult - Female - Refugees,,817,531,,
SS06,,SS0608,Pariang,Y,SHL,Adult - Female - Returnees,,235,153,,
SS06,,SS0608,Pariang,Y,SHL,Adult - Male - Host Communities,,707,460,,
SS06,,SS0608,Pariang,Y,SHL,Adult - Male - IDP,,448,291,,
SS06,,SS0608,Pariang,Y,SHL,Adult - Male - Refugees,,436,283,,
SS06,,SS0608,Pariang,Y,SHL,Adult - Male - Returnees,,734,477,,
SS06,,SS0608,Pariang,Y,SHL,Children - Female - Host Communities,,66,43,,
SS06,,SS0608,Pariang,Y,SHL,Children - Female - IDP,,336,218,,
SS06,,SS0608,Pariang,Y,SHL,Children - Female - Refugees,,324,211,,
SS06,,SS0608,Pariang,Y,SHL,Children - Female - Returnees,,93,61,,
SS06,,SS0608,Pariang,Y,SHL,Children - Male - Host Communities,,280,182,,
SS06,,SS0608,Pariang,Y,SHL,Children - Male - IDP,,178,115,,
SS06,,SS0608,Pariang,Y,SHL,Children - Male - Refugees,,173,112,,
SS06,,SS0608,Pariang,Y,SHL,Children - Male - Returnees,,291,189,,
SS06,,SS0608,Pariang,Y,SHL,Elderly - Female - Host Communities,,186,121,,
SS06,,SS0608,Pariang,Y,SHL,Elderly - Female - IDP,,942,612,,
SS06,,SS0608,Pariang,Y,SHL,Elderly - Female - Refugees,,908,590,,
SS06,,SS0608,Pariang,Y,SHL,Elderly - Female - Returnees,,261,170,,
SS06,,SS0608,Pariang,Y,SHL,Elderly - Male - Host Communities,,786,511,,
SS06,,SS0608,Pariang,Y,SHL,Elderly - Male - IDP,,498,324,,
SS06,,SS0608,Pariang,Y,SHL,Elderly - Male - Refugees,,484,315,,
SS06,,SS0608,Pariang,Y,SHL,Elderly - Male - Returnees,,816,530,,
SS06,,SS0608,Pariang,Y,SHL,total,,11015,7160,,
SS06,,SS0608,Pariang,Y,WSH,Adult - Female,,13205,10564,,
SS06,,SS0608,Pariang,Y,WSH,Adult - Male,,13714,10971,,
SS06,,SS0608,Pariang,Y,WSH,Children,,3125,2500,,
SS06,,SS0608,Pariang,Y,WSH,Children - Female,,8136,6509,,
SS06,,SS0608,Pariang,Y,WSH,Children - Male,,8366,6693,,
SS06,,SS0608,Pariang,Y,WSH,Elderly,,4388,3510,,
SS06,,SS0608,Pariang,Y,WSH,Elderly - Female,,15256,12205,,
SS06,,SS0608,Pariang,Y,WSH,Elderly - Male,,15830,12664,,
SS06,,SS0608,Pariang,Y,WSH,total,,82020,65616,,
SS06,,SS0609,Rubkona,Y,ALL,total,,396280,349933,,
SS06,,SS0609,Rubkona,Y,CCM,Adult - Female - IDP,,41847,46016,,
SS06,,SS0609,Rubkona,Y,CCM,Adult - Male - IDP,,47116,51810,,
SS06,,SS0609,Rubkona,Y,CCM,Children - Female - IDP,,87878,96634,,
SS06,,SS0609,Rubkona,Y,CCM,Children - Male - IDP,,101517,111631,,
SS06,,SS0609,Rubkona,Y,CCM,Elderly - Female - IDP,,14228,15645,,
SS06,,SS0609,Rubkona,Y,CCM,Elderly - Male - IDP,,17390,19122,,
SS06,,SS0609,Rubkona,Y,CCM,total,,309975,340858,,
SS06,,SS0609,Rubkona,Y,EDU,Female,,22345,8218,,
SS06,,SS0609,Rubkona,Y,EDU,Male,,19815,7288,,
SS06,,SS0609,Rubkona,Y,EDU,total,,42160,15506,,
SS06,,SS0609,Rubkona,Y,FSC,Adult - Female,,13212,7762,,
SS06,,SS0609,Rubkona,Y,FSC,Adult - Male,,9409,5528,,
SS06,,SS0609,Rubkona,Y,FSC,Children - Female,,65787,38650,,
SS06,,SS0609,Rubkona,Y,FSC,Children - Male,,64947,38156,,
SS06,,SS0609,Rubkona,Y,FSC,Elderly - Female,,45932,26985,,
SS06,,SS0609,Rubkona,Y,FSC,Elderly - Male,,47661,28001,,
SS06,,SS0609,Rubkona,Y,FSC,total,,246946,145081,,
SS06,,SS0609,Rubkona,Y,HEA,Adult - Female - Host Communities,,6198,5120,,
SS06,,SS0609,Rubkona,Y,HEA,Adult - Female - IDP,,16794,16794,,
SS06,,SS0609,Rubkona,Y,HEA,Adult - Female - Refugees,,14916,12322,,
SS06,,SS0609,Rubkona,Y,HEA,Adult - Female - Returnees,,5071,4189,,
SS06,,SS0609,Rubkona,Y,HEA,Adult - Male - Host Communities,,27733,22910,,
SS06,,SS0609,Rubkona,Y,HEA,Adult - Male - IDP,,8452,6982,,
SS06,,SS0609,Rubkona,Y,HEA,Adult - Male - Refugees,,6353,5248,,
SS06,,SS0609,Rubkona,Y,HEA,Adult - Male - Returnees,,24970,20628,,
SS06,,SS0609,Rubkona,Y,HEA,Children - Female - Host Communities,,599,599,,
SS06,,SS0609,Rubkona,Y,HEA,Children - Female - IDP,,1622,1622,,
SS06,,SS0609,Rubkona,Y,HEA,Children - Female - Refugees,,1441,1190,,
SS06,,SS0609,Rubkona,Y,HEA,Children - Female - Returnees,,490,405,,
SS06,,SS0609,Rubkona,Y,HEA,Children - Male - Host Communities,,2679,2213,,
SS06,,SS0609,Rubkona,Y,HEA,Children - Male - IDP,,816,674,,
SS06,,SS0609,Rubkona,Y,HEA,Children - Male - Refugees,,614,507,,
SS06,,SS0609,Rubkona,Y,HEA,Children - Male - Returnees,,2412,1993,,
SS06,,SS0609,Rubkona,Y,HEA,Elderly - Female - Host Communities,,15166,12529,,
SS06,,SS0609,Rubkona,Y,HEA,Elderly - Female - IDP,,41092,41092,,
SS06,,SS0609,Rubkona,Y,HEA,Elderly - Female - Refugees,,36496,36496,,
SS06,,SS0609,Rubkona,Y,HEA,Elderly - Female - Returnees,,12409,12409,,
SS06,,SS0609,Rubkona,Y,HEA,Elderly - Male - Host Communities,,67856,56055,,
SS06,,SS0609,Rubkona,Y,HEA,Elderly - Male - IDP,,20681,17085,,
SS06,,SS0609,Rubkona,Y,HEA,Elderly - Male - Refugees,,12841,12841,,
SS06,,SS0609,Rubkona,Y,HEA,Elderly - Male - Returnees,,61098,50472,,
SS06,,SS0609,Rubkona,Y,HEA,total,,391506,323418,,
SS06,,SS0609,Rubkona,Y,MS,total,,,52490,,
SS06,,SS0609,Rubkona,Y,NUT,Children - Female - IDP,,20581,14406,,
SS06,,SS0609,Rubkona,Y,NUT,Children - Male - IDP,,39260,28949,,
SS06,,SS0609,Rubkona,Y,NUT,Children - Male - Refugees,,40863,30130,,
SS06,,SS0609,Rubkona,Y,NUT,total,,100703,73485,,
SS06,,SS0609,Rubkona,Y,PRO,Adult - Female - Host Communities,,2748,3764,,
SS06,,SS0609,Rubkona,Y,PRO,Adult - Female - IDP,,7837,11172,,
SS06,,SS0609,Rubkona,Y,PRO,Adult - Female - Refugees,,23072,15868,,
SS06,,SS0609,Rubkona,Y,PRO,Adult - Female - Returnees,,2564,3572,,
SS06,,SS0609,Rubkona,Y,PRO,Adult - Male - Host Communities,,12034,14619,,
SS06,,SS0609,Rubkona,Y,PRO,Adult - Male - IDP,,3668,1099,,
SS06,,SS0609,Rubkona,Y,PRO,Adult - Male - Refugees,,2757,936,,
SS06,,SS0609,Rubkona,Y,PRO,Adult - Male - Returnees,,15381,16320,,
SS06,,SS0609,Rubkona,Y,PRO,Children - Female - Host Communities,,599,114,,
SS06,,SS0609,Rubkona,Y,PRO,Children - Female - IDP,,1802,576,,
SS06,,SS0609,Rubkona,Y,PRO,Children - Female - Refugees,,2170,672,,
SS06,,SS0609,Rubkona,Y,PRO,Children - Female - Returnees,,500,131,,
SS06,,SS0609,Rubkona,Y,PRO,Children - Male - Host Communities,,2679,614,,
SS06,,SS0609,Rubkona,Y,PRO,Children - Male - IDP,,816,63,,
SS06,,SS0609,Rubkona,Y,PRO,Children - Male - Refugees,,614,49,,
SS06,,SS0609,Rubkona,Y,PRO,Children - Male - Returnees,,2488,656,,
SS06,,SS0609,Rubkona,Y,PRO,Elderly - Female - Host Communities,,9542,5078,,
SS06,,SS0609,Rubkona,Y,PRO,Elderly - Female - IDP,,25853,15619,,
SS06,,SS0609,Rubkona,Y,PRO,Elderly - Female - Refugees,,56909,22634,,
SS06,,SS0609,Rubkona,Y,PRO,Elderly - Female - Returnees,,7807,4983,,
SS06,,SS0609,Rubkona,Y,PRO,Elderly - Male - Host Communities,,42691,20899,,
SS06,,SS0609,Rubkona,Y,PRO,Elderly - Male - IDP,,13012,2635,,
SS06,,SS0609,Rubkona,Y,PRO,Elderly - Male - Refugees,,9780,2209,,
SS06,,SS0609,Rubkona,Y,PRO,Elderly - Male - Returnees,,38439,23603,,
SS06,,SS0609,Rubkona,Y,PRO,total,,285761,167884,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Adult - Female - Host Communities,,2562,256,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Adult - Female - IDP,,6941,694,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Adult - Female - Refugees,,6164,616,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Adult - Female - Returnees,,2096,210,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Adult - Male - Host Communities,,11461,2588,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Adult - Male - IDP,,3493,1069,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Adult - Male - Refugees,,2626,903,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Adult - Male - Returnees,,10320,2370,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Children - Female - Host Communities,,491,49,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Children - Female - IDP,,1330,279,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Children - Female - Refugees,,1182,264,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Children - Female - Returnees,,402,40,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Children - Male - Host Communities,,2197,239,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Children - Male - IDP,,670,77,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Children - Male - Refugees,,503,59,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Children - Male - Returnees,,1978,216,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Elderly - Female - Host Communities,,9087,909,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Elderly - Female - IDP,,24622,2462,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Elderly - Female - Refugees,,21868,2187,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Elderly - Female - Returnees,,7435,744,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Elderly - Male - Host Communities,,40658,7360,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Elderly - Male - IDP,,12392,2883,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Elderly - Male - Refugees,,9314,2395,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,Elderly - Male - Returnees,,36609,6719,,
SS06,,SS0609,Rubkona,Y,PRO_CPM,total,,216400,35589,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Adult - Male - IDP,,977,190,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Adult - Male - Refugees,,2441,474,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Children - Female - Host Communities,,12044,1530,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Children - Female - IDP,,92,4,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Children - Female - Refugees,,230,11,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Children - Female - Returnees,,36133,5652,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Children - Male - Host Communities,,367,21,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Children - Male - IDP,,459,22,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Children - Male - Refugees,,1378,83,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Children - Male - Returnees,,2067,144,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Elderly - Female - Host Communities,,3906,880,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Elderly - Female - IDP,,4883,951,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Elderly - Female - Refugees,,14649,3515,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Elderly - Female - Returnees,,21973,6102,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Elderly - Male - Host Communities,,2409,306,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Elderly - Male - IDP,,9635,1415,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Elderly - Male - Refugees,,54199,9812,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,Elderly - Male - Returnees,,6022,762,,
SS06,,SS0609,Rubkona,Y,PRO_GBV,total,,173865,31873,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,Adult - Female - Host Communities,,2617,916,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,Adult - Female - IDP,,7091,2482,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,Adult - Female - Refugees,,6298,2204,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,Adult - Female - Returnees,,2141,749,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,Children - Female - Host Communities,,421,9,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,Children - Female - IDP,,1142,25,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,Children - Female - Refugees,,1014,22,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,Children - Female - Returnees,,345,8,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,Elderly - Female - Host Communities,,6404,1473,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,Elderly - Female - IDP,,17351,3991,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,Elderly - Female - Refugees,,15410,3544,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,Elderly - Female - Returnees,,5239,1205,,
SS06,,SS0609,Rubkona,Y,PRO_HLP,total,,65474,16629,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Adult - Female - Host Communities,,1473,221,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Adult - Female - IDP,,7464,1120,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Adult - Female - Refugees,,7193,1079,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Adult - Female - Returnees,,2069,310,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Adult - Male - Host Communities,,10170,1526,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Adult - Male - Returnees,,10302,1545,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Children - Female - Host Communities,,339,51,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Children - Female - IDP,,1717,257,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Children - Female - Refugees,,1654,248,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Children - Female - Returnees,,476,71,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Children - Male - Host Communities,,2339,351,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Children - Male - Returnees,,2369,355,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Elderly - Female - Host Communities,,3605,541,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Elderly - Female - IDP,,18262,2739,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Elderly - Female - Refugees,,17599,2640,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Elderly - Female - Returnees,,5062,759,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Elderly - Male - Host Communities,,24885,3733,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,Elderly - Male - Returnees,,25207,3781,,
SS06,,SS0609,Rubkona,Y,PRO_MIN,total,,142186,21328,,
SS06,,SS0609,Rubkona,Y,SHL,Adult - Female - Host Communities,,2798,1819,,
SS06,,SS0609,Rubkona,Y,SHL,Adult - Female - IDP,,7582,4928,,
SS06,,SS0609,Rubkona,Y,SHL,Adult - Female - Refugees,,6734,4377,,
SS06,,SS0609,Rubkona,Y,SHL,Adult - Female - Returnees,,2290,1488,,
SS06,,SS0609,Rubkona,Y,SHL,Adult - Male - Host Communities,,12520,8138,,
SS06,,SS0609,Rubkona,Y,SHL,Adult - Male - IDP,,3816,2480,,
SS06,,SS0609,Rubkona,Y,SHL,Adult - Male - Refugees,,2868,1864,,
SS06,,SS0609,Rubkona,Y,SHL,Adult - Male - Returnees,,11273,7328,,
SS06,,SS0609,Rubkona,Y,SHL,Children - Female - Host Communities,,43,28,,
SS06,,SS0609,Rubkona,Y,SHL,Children - Female - IDP,,117,76,,
SS06,,SS0609,Rubkona,Y,SHL,Children - Female - Refugees,,104,67,,
SS06,,SS0609,Rubkona,Y,SHL,Children - Female - Returnees,,35,23,,
SS06,,SS0609,Rubkona,Y,SHL,Children - Male - Host Communities,,193,125,,
SS06,,SS0609,Rubkona,Y,SHL,Children - Male - IDP,,59,38,,
SS06,,SS0609,Rubkona,Y,SHL,Children - Male - Refugees,,44,29,,
SS06,,SS0609,Rubkona,Y,SHL,Children - Male - Returnees,,173,113,,
SS06,,SS0609,Rubkona,Y,SHL,Elderly - Female - Host Communities,,8948,5816,,
SS06,,SS0609,Rubkona,Y,SHL,Elderly - Female - IDP,,24244,15759,,
SS06,,SS0609,Rubkona,Y,SHL,Elderly - Female - Refugees,,21533,13996,,
SS06,,SS0609,Rubkona,Y,SHL,Elderly - Female - Returnees,,7321,4759,,
SS06,,SS0609,Rubkona,Y,SHL,Elderly - Male - Host Communities,,40035,26023,,
SS06,,SS0609,Rubkona,Y,SHL,Elderly - Male - IDP,,12202,7931,,
SS06,,SS0609,Rubkona,Y,SHL,Elderly - Male - Refugees,,9171,5961,,
SS06,,SS0609,Rubkona,Y,SHL,Elderly - Male - Returnees,,36048,23431,,
SS06,,SS0609,Rubkona,Y,SHL,total,,210151,136598,,
SS06,,SS0609,Rubkona,Y,WSH,Adult - Female,,53854,50485,,
SS06,,SS0609,Rubkona,Y,WSH,Adult - Male,,48490,45457,,
SS06,,SS0609,Rubkona,Y,WSH,Children,,12037,11284,,
SS06,,SS0609,Rubkona,Y,WSH,Children - Female,,12337,11565,,
SS06,,SS0609,Rubkona,Y,WSH,Children - Male,,16414,15387,,
SS06,,SS0609,Rubkona,Y,WSH,Elderly,,9848,9232,,
SS06,,SS0609,Rubkona,Y,WSH,Elderly - Female,,28965,27153,,
SS06,,SS0609,Rubkona,Y,WSH,Elderly - Male,,32613,30573,,
SS06,,SS0609,Rubkona,Y,WSH,total,,214558,201137,,
SS07,,SS0701,Baliet,Y,ALL,total,,20546,11922,,
SS07,,SS0701,Baliet,Y,CCM,Adult - Female - IDP,,258,250,,
SS07,,SS0701,Baliet,Y,CCM,Adult - Male - IDP,,184,178,,
SS07,,SS0701,Baliet,Y,CCM,Children - Female - IDP,,370,360,,
SS07,,SS0701,Baliet,Y,CCM,Children - Male - IDP,,437,424,,
SS07,,SS0701,Baliet,Y,CCM,Elderly - Female - IDP,,158,153,,
SS07,,SS0701,Baliet,Y,CCM,Elderly - Male - IDP,,74,74,,
SS07,,SS0701,Baliet,Y,CCM,total,,1480,1439,,
SS07,,SS0701,Baliet,Y,EDU,Female,,620,228,,
SS07,,SS0701,Baliet,Y,EDU,Male,,550,202,,
SS07,,SS0701,Baliet,Y,EDU,total,,1169,430,,
SS07,,SS0701,Baliet,Y,FSC,Adult - Female,,819,389,,
SS07,,SS0701,Baliet,Y,FSC,Adult - Male,,1001,476,,
SS07,,SS0701,Baliet,Y,FSC,Children - Female,,5061,2404,,
SS07,,SS0701,Baliet,Y,FSC,Children - Male,,5846,2777,,
SS07,,SS0701,Baliet,Y,FSC,Elderly - Female,,2410,1145,,
SS07,,SS0701,Baliet,Y,FSC,Elderly - Male,,2713,1289,,
SS07,,SS0701,Baliet,Y,FSC,total,,17851,8479,,
SS07,,SS0701,Baliet,Y,HEA,Adult - Female - Host Communities,,103,64,,
SS07,,SS0701,Baliet,Y,HEA,Adult - Female - IDP,,254,254,,
